latency_mean,latency_p95,error_rate,request_rate,cpu_usage,memory_usage,pod_restarts
0.042985368877941785,0.1312728808768445,0.008644029871943976,22.581706812812158,0.18691910260561723,70276022.65232196,0.0
0.04260092205054859,0.11957688682538808,0.008166552432016236,17.607265315006003,0.1849114965787844,69280929.86165744,0.0
0.06736089205274928,0.18689966804989033,0.0003247077169174828,21.652815431832547,0.14963363845861377,62217275.152170345,0.0
0.04569654822234223,0.05783137832867418,0.0009761003810899161,16.793099421989517,0.14361006008033653,67457342.21608901,0.0
0.012706641105712756,0.18403670706006306,0.0037625932933042197,33.704707432984954,0.19256682809364176,51424418.022671066,0.0
0.04025387325457797,0.14716097698452163,0.007419953911261723,17.282745284071265,0.09700616876269039,67947625.51046902,0.0
0.04865701070656798,0.1976573081706847,0.007621296204503246,16.528720520024613,0.16055022339290304,70947003.92792799,0.0
0.03976024805822703,0.09779999533087089,8.495578607209509e-05,22.930525288625716,0.22367262437546429,57678390.0731498,0.0
0.06534360042856234,0.1231353238439337,0.00683870124909032,28.69837734058917,0.12184334698337822,63941903.18694186,0.0
0.05229752465739303,0.14433210150293999,0.0016811809759772513,21.187910246985428,0.20532778061317372,66707394.21662066,0.0
0.03241173715166042,0.04525140251074565,0.003625019845315132,31.81614487566125,0.1849595900402753,56589359.54565693,0.0
0.0449089363269016,0.1998578142788595,0.0026974246587376707,29.5631016127022,0.22580594448435878,77161508.16799475,0.0
0.04801648570072451,0.10420943995568503,0.004111272782593793,31.764002674483628,0.15226042593862224,62639109.41302258,0.0
0.047727993825877425,0.10076550024319969,0.009666222208961074,27.254813173882383,0.15295453737643522,65172889.43818189,0.0
0.07729773686267334,0.0819463921398019,0.007385460533969635,22.179019100697566,0.1765014413359445,54592205.08215827,0.0
0.05193155211394906,0.1931338552593171,0.0026240837648930193,21.380176347661063,0.12490317062294506,70184180.09654999,0.0
0.04780150146715617,0.10703221654934898,0.008363785774103993,25.372547969133862,0.14835007484083187,59913676.61286572,0.0
0.04649477047631462,0.1273380795346119,0.00395053337856796,26.709126069774833,0.15072189009872897,60076174.82653019,0.0
0.04219283602493177,0.14404730285506206,0.009340329911306393,25.47263783794234,0.15831442004268323,65892233.21497514,0.0
0.0270954475236528,0.16384949220496192,0.001317095352063551,27.74033462353585,0.16602566553359346,60833421.99654785,0.0
0.02388732457923268,0.21172775818604914,0.005793134027884609,32.952017842868194,0.1556638314695953,54126907.64434978,0.0
0.06445491819841664,0.15354350369447148,0.009505035615891349,31.745895244443524,0.16853206040936922,83836786.36451484,0.0
3.066429963785433,8.104648566278525,0.47366061329276166,133.09639324941722,2.119475591664235,323480256.06774855,5.0
0.0761512197534126,0.13010532819887582,0.006229540441833817,21.676744512489687,0.23761668004753694,66959025.38461152,0.0
5.837790414247292,9.749020571058907,0.33642211413494455,142.35780292246983,2.4822727937148468,311778472.08821684,2.0
0.04148119299937279,0.09392840743177427,0.007379277689988003,30.59274972127663,0.1111080702106066,74546031.82558276,0.0
0.028446160241763434,0.11130149836739427,0.0017238636210516623,31.60497894770355,0.09986393126819926,60807616.65212537,0.0
0.043653964585691596,0.13430125576956187,0.002696300087671828,22.983561040445306,0.13116979603500872,74807661.64616987,0.0
0.0490736825579306,0.1186242449330329,0.004213008816333646,19.332894908536886,0.14310500170185353,57736045.71426337,0.0
0.040624593753100846,0.1885421608977208,0.00381616499109135,28.854011099939857,0.11012273494391492,73789048.26038522,0.0
0.04583587368433042,0.19197902476903395,0.0028972798373821463,31.222825801776278,0.13896194193215447,74851925.22203304,0.0
0.07269955494071498,0.12758714473169203,0.0025283740069028927,23.06838762276412,0.1870502996433757,57844050.561240956,0.0
0.04990391060646244,0.09249048885777561,0.007180141781270015,28.36146704020201,0.15431935682900916,75394531.33051322,0.0
0.05619380349040831,0.09084303800497344,0.009237313958767762,19.016672038578022,0.16355903574673045,70953513.53069119,0.0
0.03977021798388211,0.12924070284667843,0.001293806169667009,15.29070670310297,0.14646506849894414,60094353.185824186,0.0
0.04405981354090242,0.15709777344163176,0.0029785939839021124,25.14715295838776,0.20489085266431967,64448812.64184737,0.0
0.04121469746810569,0.10132398927462916,0.009412789289067981,24.84240743335948,0.16069901555592245,68798284.00639547,0.0
0.05082867906796446,0.10566096925796759,0.009232860210139356,18.552597063951563,0.2502179562142758,66577838.078950696,0.0
0.06751139685951466,0.13902177825345324,0.006315443786761603,29.212569482275022,0.12465641938024749,69068401.56743151,0.0
0.022209450510689798,0.07589423321895969,0.006141862443190114,25.15745781130998,0.2344518533639834,76427862.11600843,0.0
0.05380285640700405,0.02,0.0062321037306800695,28.43966486025714,0.15967208286222995,76982260.95778452,0.0
3.9535607324650845,4.258937038864394,0.16825338863597053,63.64160496875981,2.015773893300265,534698877.8083634,3.0
0.05876792920582164,0.17815145580048064,0.0008540303016272167,24.86869603365074,0.1487183051727805,78968423.38181324,0.0
0.04872330879450504,0.15008557604429307,0.004434391028360441,30.033650356135325,0.19774346141905047,60423255.254094556,0.0
0.02156181214670186,0.10409082984397945,0.0008814224339079213,23.49587021983851,0.196289781909241,62664850.383952335,0.0
0.03831746217898842,0.18869055166857782,0.0002660836607768413,20.989002959824106,0.1369354487735515,67611423.61012152,0.0
0.03204013845480276,0.1490406346257711,0.0051046013134644136,25.88075225943846,0.1971367727025488,57278830.57820577,0.0
0.06163055370874361,0.126349931703989,0.00968326960099255,23.20877811046246,0.15665941090308588,72514386.13645802,0.0
0.050420934082626205,0.14077448527983016,0.00609812761548117,22.067924255556132,0.1190014870374406,66310703.69356861,0.0
0.049846189096740434,0.13750841643027994,0.00721449157109572,33.754629709635715,0.16938365515357098,79642634.67254767,0.0
0.04984751571277172,0.13827877226062224,0.009207708496360753,34.35537241154057,0.15524477298700587,76078665.85373628,0.0
0.03520006151139432,0.09100260413269139,0.00012003027272682543,30.24432070937681,0.18038000150064487,73379735.4111413,0.0
0.04963249518898445,0.10182112698608556,0.0006562608817781756,29.098698586290475,0.24223786343870957,63431068.67995902,0.0
0.05931002645239803,0.12143217113885024,0.0016625533034970064,28.767097317512153,0.10463315418888838,67920503.08285506,0.0
0.0774488208495819,0.10076609038915627,0.003540645623550941,31.850509268051855,0.15042182846964103,82162429.4994217,0.0
0.04246767415214984,0.11361008589671606,0.005769361233448397,26.99496078750848,0.10157029493483341,72920288.36398068,0.0
0.03526083682400989,0.13512920327219544,0.004864827657324229,23.597489732941913,0.10594854040640687,72933295.83552006,0.0
0.029995030130916377,0.08593174066905378,0.009807611743888516,33.03957530559579,0.17936425343228996,62283850.3470288,0.0
0.05877474909003469,0.051152560374449665,0.0015720388355695426,29.789969707400097,0.21296587144129636,59729259.90455062,0.0
0.06799108369503866,0.1341503164236594,0.009353944896677987,25.230031933681705,0.15119184660485696,80330757.47559156,0.0
0.04522032292093796,0.183251882527326,0.008812506816818898,23.672036833687944,0.18324844412799024,48506210.72936417,0.0
0.05903517589721191,0.12982227415715478,0.005187478471147095,27.174705191839493,0.17338096207349737,53980911.47768314,0.0
0.0234258303252395,0.03273552128844727,0.0003248659669016496,29.265826532065958,0.12575664671121364,69933411.4550637,0.0
0.04205475226372533,0.20440868364524473,0.00926585383218381,17.830970880357928,0.19130630066488047,69684192.32518546,0.0
5.166582776969893,5.903814703222677,0.5729381453728776,20.27641434743601,2.330539371079936,531128464.5972539,1.0
0.03200737727678249,0.12624668323598864,0.0013031798809129093,21.1247751849188,0.1454019627403263,68991435.72933365,0.0
0.05816043435863507,0.16859182223729569,0.0041616094640615775,19.32989907032521,0.2330937375827981,69668105.86660631,0.0
0.03424766519095793,0.1897043655771657,0.002431245304226687,20.66038768624423,0.1611006343552756,70944343.71531676,0.0
0.04460229186826174,0.0933046327501825,0.004448524328275408,19.047961321627547,0.14529330791228587,65526815.907454744,0.0
0.018587867820288363,0.12273500720393765,0.008087994445011508,32.86199105135164,0.09399715062393044,74528104.90575995,0.0
